province,phase,period_start,well_milled_price,regular_milled_price
Camiguin,2nd,2025-05-16,55.38,45.17
Capiz,2nd,2025-05-16,48.75,47.0
Catanduanes,2nd,2025-05-16,47.0,46.25
Cavite,2nd,2025-05-16,43.24,40.12
Cebu,2nd,2025-05-16,50.2,43.59
City Of Isabela,2nd,2025-05-16,60.76,52.88
Davao De Oro,2nd,2025-05-16,,40.64
Davao Del Norte,2nd,2025-05-16,51.12,44.98
Davao Del Sur,2nd,2025-05-16,48.5,43.63
Davao Occidental,2nd,2025-05-16,46.04,38.79
Davao Oriental,2nd,2025-05-16,59.38,40.09
Dinagat Islands,2nd,2025-05-16,45.25,41.5
Eastern Samar,2nd,2025-05-16,57.5,36.5
Guimaras,2nd,2025-05-16,48.0,45.0
Ifugao,2nd,2025-05-16,51.5,52.0
Ilocos Norte,2nd,2025-05-16,39.17,36.0
Ilocos Sur,2nd,2025-05-16,49.63,42.75
Iloilo,2nd,2025-05-16,58.32,39.75
Isabela,2nd,2025-05-16,40.33,35.86
Kalinga,2nd,2025-05-16,51.5,46.5
La Union,2nd,2025-05-16,49.0,43.26
Laguna,2nd,2025-05-16,53.96,47.44
Lanao Del Sur,2nd,2025-05-16,54.96,50.34
Lanao del Norte,2nd,2025-05-16,48.33,44.83
Leyte,2nd,2025-05-16,61.99,44.1
Maguindanao,2nd,2025-05-16,43.75,41.17
Marinduque,2nd,2025-05-16,51.7,35.25
Masbate,2nd,2025-05-16,48.5,38.75
Misamis Occidental,2nd,2025-05-16,44.58,40.67
Misamis Oriental,2nd,2025-05-16,64.9,54.75
Mountain Province,2nd,2025-05-16,60.0,51.0
NCR,2nd,2025-05-16,48.94,41.07
Negros Occidental,2nd,2025-05-16,54.86,55.5
Negros Oriental,2nd,2025-05-16,55.17,46.5
North Cotabato,2nd,2025-05-16,48.88,44.43
Northern Samar,2nd,2025-05-16,42.17,36.35
Nueva Ecija,2nd,2025-05-16,44.63,38.5
Nueva Vizcaya,2nd,2025-05-16,35.5,34.0
Occidental Mindoro,2nd,2025-05-16,48.33,42.67
Oriental Mindoro,2nd,2025-05-16,43.92,36.75
Palawan,2nd,2025-05-16,63.9,47.14
Pampanga,2nd,2025-05-16,44.3,39.8
Pangasinan,2nd,2025-05-16,44.5,41.29
Quezon,2nd,2025-05-16,47.0,42.5
Quirino,2nd,2025-05-16,42.0,36.5
Rizal,2nd,2025-05-16,52.47,42.53
Romblon,2nd,2025-05-16,49.77,50.17
Sarangani,2nd,2025-05-16,44.53,42.0
Siquijor,2nd,2025-05-16,52.6,46.5
Sorsogon,2nd,2025-05-16,47.38,41.3
South Cotabato,2nd,2025-05-16,43.1,36.6
Southern Leyte,2nd,2025-05-16,51.13,49.07
Sultan Kudarat,2nd,2025-05-16,43.88,40.5
Sulu,2nd,2025-05-16,,
Surigao Del Norte,2nd,2025-05-16,45.1,36.96
Surigao Del Sur,2nd,2025-05-16,45.67,39.74
Tarlac,2nd,2025-05-16,59.5,42.33
Tawi-Tawi,2nd,2025-05-16,60.0,44.5
Western Samar,2nd,2025-05-16,43.6,41.7
Zambales,2nd,2025-05-16,68.13,59.88
Zamboanga Del Norte,2nd,2025-05-16,52.22,48.71
Zamboanga Del Sur,2nd,2025-05-16,41.83,38.78
Zamboanga Sibugay,2nd,2025-05-16,47.5,39.5
Abra,1st,2025-06-01,56.0,47.0
Agusan Del Norte,1st,2025-06-01,41.0,38.79
Agusan Del Sur,1st,2025-06-01,50.25,44.75
Aklan,1st,2025-06-01,55.0,38.5
Albay,1st,2025-06-01,49.48,45.25
Antique,1st,2025-06-01,51.0,40.33
Apayao,1st,2025-06-01,37.21,36.18
Aurora,1st,2025-06-01,39.0,41.67
Basilan,1st,2025-06-01,46.0,46.5
Bataan,1st,2025-06-01,58.06,36.5
Batanes,1st,2025-06-01,60.34,
Batangas,1st,2025-06-01,58.25,55.09
Benguet,1st,2025-06-01,48.67,43.5
Biliran,1st,2025-06-01,48.5,43.75
Bohol,1st,2025-06-01,52.9,49.0
Bukidnon,1st,2025-06-01,43.0,38.7
Bulacan,1st,2025-06-01,48.69,44.0
Cagayan,1st,2025-06-01,40.78,34.5
Camarines Norte,1st,2025-06-01,43.25,38.5
Camarines Sur,1st,2025-06-01,46.8,43.02
Camiguin,1st,2025-06-01,53.34,45.75
Capiz,1st,2025-06-01,48.5,46.84
Catanduanes,1st,2025-06-01,45.25,38.1
Cavite,1st,2025-06-01,42.04,39.39
Cebu,1st,2025-06-01,50.6,43.42
City Of Isabela,1st,2025-06-01,58.0,52.28
Davao De Oro,1st,2025-06-01,,40.64
Davao Del Norte,1st,2025-06-01,52.72,45.23
Davao Del Sur,1st,2025-06-01,47.62,43.3
Davao Occidental,1st,2025-06-01,45.04,38.0
Davao Oriental,1st,2025-06-01,67.34,39.3
Dinagat Islands,1st,2025-06-01,44.35,40.17
Eastern Samar,1st,2025-06-01,57.17,36.5
Guimaras,1st,2025-06-01,48.5,44.0
Ifugao,1st,2025-06-01,50.9,52.0
Ilocos Norte,1st,2025-06-01,39.0,36.0
Ilocos Sur,1st,2025-06-01,49.63,42.75
Iloilo,1st,2025-06-01,59.58,40.25
Isabela,1st,2025-06-01,40.33,36.52
Kalinga,1st,2025-06-01,49.0,44.0
La Union,1st,2025-06-01,48.0,42.36
Laguna,1st,2025-06-01,53.5,43.78
Lanao Del Sur,1st,2025-06-01,54.96,50.34
Lanao del Norte,1st,2025-06-01,46.33,43.33
Leyte,1st,2025-06-01,60.95,44.3
Maguindanao,1st,2025-06-01,44.0,41.34
Marinduque,1st,2025-06-01,51.14,38.6
Masbate,1st,2025-06-01,54.34,41.25
Misamis Occidental,1st,2025-06-01,44.17,40.67
Misamis Oriental,1st,2025-06-01,64.78,54.54
Mountain Province,1st,2025-06-01,58.5,54.5
NCR,1st,2025-06-01,48.85,40.95
Negros Occidental,1st,2025-06-01,54.86,54.5
Negros Oriental,1st,2025-06-01,53.67,46.0
North Cotabato,1st,2025-06-01,47.79,42.64
Northern Samar,1st,2025-06-01,42.75,35.36
Nueva Ecija,1st,2025-06-01,44.63,37.25
Nueva Vizcaya,1st,2025-06-01,35.5,34.0
Occidental Mindoro,1st,2025-06-01,48.84,42.34
Oriental Mindoro,1st,2025-06-01,44.13,37.0
Palawan,1st,2025-06-01,62.87,46.46
Pampanga,1st,2025-06-01,44.0,39.8
Pangasinan,1st,2025-06-01,47.5,43.97
Quezon,1st,2025-06-01,47.0,43.0
Quirino,1st,2025-06-01,41.46,34.75
Rizal,1st,2025-06-01,52.55,41.9
Romblon,1st,2025-06-01,49.77,49.84
Sarangani,1st,2025-06-01,44.65,42.0
Siquijor,1st,2025-06-01,50.6,43.2
Sorsogon,1st,2025-06-01,45.38,41.14
South Cotabato,1st,2025-06-01,43.8,36.6
Southern Leyte,1st,2025-06-01,50.92,48.64
Sultan Kudarat,1st,2025-06-01,44.35,39.75
Sulu,1st,2025-06-01,,
Surigao Del Norte,1st,2025-06-01,40.88,36.46
Surigao Del Sur,1st,2025-06-01,45.75,39.05
Tarlac,1st,2025-06-01,59.0,40.33
Tawi-Tawi,1st,2025-06-01,55.0,39.38
Western Samar,1st,2025-06-01,46.43,39.7
Zambales,1st,2025-06-01,63.04,56.34
Zamboanga Del Norte,1st,2025-06-01,51.55,48.71
Zamboanga Del Sur,1st,2025-06-01,41.95,39.13
Zamboanga Sibugay,1st,2025-06-01,45.0,40.33
Abra,2nd,2025-06-16,56.0,47.0
Agusan Del Norte,2nd,2025-06-16,43.5,38.79
Agusan Del Sur,2nd,2025-06-16,50.25,44.25
Aklan,2nd,2025-06-16,55.0,38.5
Albay,2nd,2025-06-16,50.39,48.38
Antique,2nd,2025-06-16,51.75,41.67
Apayao,2nd,2025-06-16,36.43,34.67
Aurora,2nd,2025-06-16,36.25,39.5
Basilan,2nd,2025-06-16,45.0,46.5
Bataan,2nd,2025-06-16,60.94,36.6
Batanes,2nd,2025-06-16,60.34,
Batangas,2nd,2025-06-16,58.25,60.25
Benguet,2nd,2025-06-16,48.67,43.5
Biliran,2nd,2025-06-16,48.5,43.75
Bohol,2nd,2025-06-16,52.4,48.9
Bukidnon,2nd,2025-06-16,42.59,38.4
Bulacan,2nd,2025-06-16,48.2,42.0
Cagayan,2nd,2025-06-16,41.43,37.0
Camarines Norte,2nd,2025-06-16,43.0,38.0
Camarines Sur,2nd,2025-06-16,48.4,43.17
Camiguin,2nd,2025-06-16,52.75,45.25
Capiz,2nd,2025-06-16,48.5,46.67
Catanduanes,2nd,2025-06-16,45.25,38.1
Cavite,2nd,2025-06-16,41.2,39.68
Cebu,2nd,2025-06-16,50.6,42.75
City Of Isabela,2nd,2025-06-16,57.86,52.14
Davao De Oro,2nd,2025-06-16,,40.64
Davao Del Norte,2nd,2025-06-16,52.72,45.23
Davao Del Sur,2nd,2025-06-16,48.0,43.5
Davao Occidental,2nd,2025-06-16,44.7,38.0
Davao Oriental,2nd,2025-06-16,62.84,39.3
Dinagat Islands,2nd,2025-06-16,44.3,39.34
Eastern Samar,2nd,2025-06-16,57.17,36.5
Guimaras,2nd,2025-06-16,48.5,44.0
Ifugao,2nd,2025-06-16,46.6,40.0
Ilocos Norte,2nd,2025-06-16,39.0,36.0
Ilocos Sur,2nd,2025-06-16,43.5,38.0
Iloilo,2nd,2025-06-16,59.58,39.75
Isabela,2nd,2025-06-16,40.11,37.49
Kalinga,2nd,2025-06-16,49.0,44.0
La Union,2nd,2025-06-16,48.0,42.36
Laguna,2nd,2025-06-16,53.75,44.15
Lanao Del Sur,2nd,2025-06-16,54.96,50.34
Lanao del Norte,2nd,2025-06-16,46.33,43.33
Leyte,2nd,2025-06-16,61.1,44.3
Maguindanao,2nd,2025-06-16,39.5,39.09
Marinduque,2nd,2025-06-16,51.41,37.75
Masbate,2nd,2025-06-16,53.84,43.0
Misamis Occidental,2nd,2025-06-16,44.17,40.67
Misamis Oriental,2nd,2025-06-16,64.91,54.75
Mountain Province,2nd,2025-06-16,58.5,54.5
NCR,2nd,2025-06-16,48.62,40.96
Negros Occidental,2nd,2025-06-16,54.86,54.5
Negros Oriental,2nd,2025-06-16,53.67,44.34
North Cotabato,2nd,2025-06-16,47.79,42.21
Northern Samar,2nd,2025-06-16,42.19,35.22
Nueva Ecija,2nd,2025-06-16,45.63,39.0
Nueva Vizcaya,2nd,2025-06-16,36.0,34.0
Occidental Mindoro,2nd,2025-06-16,48.84,42.5
Oriental Mindoro,2nd,2025-06-16,44.13,38.0
Palawan,2nd,2025-06-16,55.67,46.46
Pampanga,2nd,2025-06-16,44.0,39.0
Pangasinan,2nd,2025-06-16,47.5,43.97
Quezon,2nd,2025-06-16,46.5,41.0
Quirino,2nd,2025-06-16,39.84,34.34
Rizal,2nd,2025-06-16,52.92,41.48
Romblon,2nd,2025-06-16,49.27,49.63
Sarangani,2nd,2025-06-16,44.25,39.75
Siquijor,2nd,2025-06-16,49.3,42.4
Sorsogon,2nd,2025-06-16,45.8,39.79
South Cotabato,2nd,2025-06-16,43.1,36.6
Southern Leyte,2nd,2025-06-16,50.92,48.75
Sultan Kudarat,2nd,2025-06-16,44.38,40.25
Sulu,2nd,2025-06-16,,
Surigao Del Norte,2nd,2025-06-16,40.59,36.46
Surigao Del Sur,2nd,2025-06-16,46.75,39.8
Tarlac,2nd,2025-06-16,55.0,37.03
Tawi-Tawi,2nd,2025-06-16,55.0,39.84
Western Samar,2nd,2025-06-16,44.4,44.1
Zambales,2nd,2025-06-16,63.04,56.34
Zamboanga Del Norte,2nd,2025-06-16,51.22,47.71
Zamboanga Del Sur,2nd,2025-06-16,42.55,39.2
Zamboanga Sibugay,2nd,2025-06-16,45.0,40.33
Abra,1st,2025-07-01,54.0,44.5
Agusan Del Norte,1st,2025-07-01,43.46,38.44
Agusan Del Sur,1st,2025-07-01,50.5,45.38
Aklan,1st,2025-07-01,51.0,36.0
Albay,1st,2025-07-01,47.43,44.75
Antique,1st,2025-07-01,51.5,42.0
Apayao,1st,2025-07-01,37.45,35.4
Aurora,1st,2025-07-01,34.25,35.0
Basilan,1st,2025-07-01,43.38,42.5
Bataan,1st,2025-07-01,58.06,36.5
Batanes,1st,2025-07-01,58.0,
Batangas,1st,2025-07-01,57.67,45.25
Benguet,1st,2025-07-01,48.67,43.5
Biliran,1st,2025-07-01,48.34,43.75
Bohol,1st,2025-07-01,52.5,48.9
Bukidnon,1st,2025-07-01,45.78,41.04
Bulacan,1st,2025-07-01,47.4,38.92
Cagayan,1st,2025-07-01,39.55,32.38
Camarines Norte,1st,2025-07-01,42.75,36.0
Camarines Sur,1st,2025-07-01,44.36,41.77
Camiguin,1st,2025-07-01,52.5,45.75
Capiz,1st,2025-07-01,48.5,46.84
Catanduanes,1st,2025-07-01,42.85,36.0
Cavite,1st,2025-07-01,40.95,39.42
Cebu,1st,2025-07-01,50.8,37.65
City Of Isabela,1st,2025-07-01,57.75,51.86
Davao De Oro,1st,2025-07-01,,39.71
Davao Del Norte,1st,2025-07-01,50.13,43.75
Davao Del Sur,1st,2025-07-01,48.09,42.67
Davao Occidental,1st,2025-07-01,44.67,38.25
Davao Oriental,1st,2025-07-01,58.59,40.0
Dinagat Islands,1st,2025-07-01,44.5,39.84
Eastern Samar,1st,2025-07-01,57.67,36.5
Guimaras,1st,2025-07-01,48.0,42.5
Ifugao,1st,2025-07-01,45.3,40.0
Ilocos Norte,1st,2025-07-01,38.88,36.0
Ilocos Sur,1st,2025-07-01,40.0,34.5
Iloilo,1st,2025-07-01,59.17,38.25
Isabela,1st,2025-07-01,39.31,35.18
Kalinga,1st,2025-07-01,49.0,44.0
La Union,1st,2025-07-01,46.0,40.52
Laguna,1st,2025-07-01,53.75,44.15
Lanao Del Sur,1st,2025-07-01,51.5,46.17
Lanao del Norte,1st,2025-07-01,45.0,41.5
Leyte,1st,2025-07-01,60.33,44.0
Maguindanao,1st,2025-07-01,39.5,39.09
Marinduque,1st,2025-07-01,50.79,37.25
Masbate,1st,2025-07-01,53.0,47.0
Misamis Occidental,1st,2025-07-01,43.92,40.0
Misamis Oriental,1st,2025-07-01,64.91,54.75
Mountain Province,1st,2025-07-01,57.75,51.5
NCR,1st,2025-07-01,48.12,40.53
Negros Occidental,1st,2025-07-01,54.86,52.25
Negros Oriental,1st,2025-07-01,54.34,44.17
North Cotabato,1st,2025-07-01,48.34,43.1
Northern Samar,1st,2025-07-01,41.5,34.57
Nueva Ecija,1st,2025-07-01,44.63,35.5
Nueva Vizcaya,1st,2025-07-01,36.0,34.0
Occidental Mindoro,1st,2025-07-01,47.83,41.83
Oriental Mindoro,1st,2025-07-01,43.92,37.5
Palawan,1st,2025-07-01,62.21,48.33
Pampanga,1st,2025-07-01,42.9,38.2
Pangasinan,1st,2025-07-01,47.0,43.48
Quezon,1st,2025-07-01,46.0,39.0
Quirino,1st,2025-07-01,38.65,32.3
Rizal,1st,2025-07-01,52.25,40.25
Romblon,1st,2025-07-01,48.87,49.54
Sarangani,1st,2025-07-01,43.72,39.34
Siquijor,1st,2025-07-01,49.4,43.8
Sorsogon,1st,2025-07-01,45.45,39.83
South Cotabato,1st,2025-07-01,43.8,37.17
Southern Leyte,1st,2025-07-01,50.92,48.81
Sultan Kudarat,1st,2025-07-01,44.5,37.88
Sulu,1st,2025-07-01,,
Surigao Del Norte,1st,2025-07-01,40.65,36.46
Surigao Del Sur,1st,2025-07-01,45.25,39.24
Tarlac,1st,2025-07-01,55.5,35.0
Tawi-Tawi,1st,2025-07-01,55.0,39.5
Western Samar,1st,2025-07-01,44.1,41.78
Zambales,1st,2025-07-01,62.78,54.6
Zamboanga Del Norte,1st,2025-07-01,51.22,48.71
Zamboanga Del Sur,1st,2025-07-01,41.7,37.67
Zamboanga Sibugay,1st,2025-07-01,45.0,40.67
Abra,2nd,2025-07-16,54.0,44.5
Agusan Del Norte,2nd,2025-07-16,43.05,38.44
Agusan Del Sur,2nd,2025-07-16,50.5,45.1
Aklan,2nd,2025-07-16,51.0,36.0
Albay,2nd,2025-07-16,46.33,42.75
Antique,2nd,2025-07-16,51.25,42.0
Apayao,2nd,2025-07-16,34.63,33.5
Aurora,2nd,2025-07-16,34.75,35.0
Basilan,2nd,2025-07-16,45.67,41.5
Bataan,2nd,2025-07-16,60.77,36.6
Batanes,2nd,2025-07-16,57.84,
Batangas,2nd,2025-07-16,56.34,40.5
Benguet,2nd,2025-07-16,48.67,43.5
Biliran,2nd,2025-07-16,48.34,43.75
Bohol,2nd,2025-07-16,53.0,49.0
Bukidnon,2nd,2025-07-16,45.9,42.46
Bulacan,2nd,2025-07-16,49.39,39.25
Cagayan,2nd,2025-07-16,37.25,32.19
Camarines Norte,2nd,2025-07-16,38.25,35.5
Camarines Sur,2nd,2025-07-16,44.25,41.77
Camiguin,2nd,2025-07-16,52.13,45.0
Capiz,2nd,2025-07-16,48.5,46.67
Catanduanes,2nd,2025-07-16,39.3,37.35
Cavite,2nd,2025-07-16,40.04,39.34
Cebu,2nd,2025-07-16,52.3,43.4
City Of Isabela,2nd,2025-07-16,57.43,51.63
Davao De Oro,2nd,2025-07-16,,37.63
Davao Del Norte,2nd,2025-07-16,50.63,43.75
Davao Del Sur,2nd,2025-07-16,48.5,42.92
Davao Occidental,2nd,2025-07-16,45.84,38.25
Davao Oriental,2nd,2025-07-16,55.88,39.5
Dinagat Islands,2nd,2025-07-16,44.3,40.13
Eastern Samar,2nd,2025-07-16,57.67,36.5
Guimaras,2nd,2025-07-16,48.0,42.5
Ifugao,2nd,2025-07-16,42.7,40.0
Ilocos Norte,2nd,2025-07-16,38.88,36.0
Ilocos Sur,2nd,2025-07-16,39.0,34.0
Iloilo,2nd,2025-07-16,56.5,39.0
Isabela,2nd,2025-07-16,39.06,34.89
Kalinga,2nd,2025-07-16,45.0,39.5
La Union,2nd,2025-07-16,46.0,40.0
Laguna,2nd,2025-07-16,52.13,43.95
Lanao Del Sur,2nd,2025-07-16,51.5,46.17
Lanao del Norte,2nd,2025-07-16,45.0,41.5
Leyte,2nd,2025-07-16,60.53,44.0
Maguindanao,2nd,2025-07-16,38.75,37.59
Marinduque,2nd,2025-07-16,51.04,36.75
Masbate,2nd,2025-07-16,55.0,46.25
Misamis Occidental,2nd,2025-07-16,43.88,40.0
Misamis Oriental,2nd,2025-07-16,64.19,53.34
Mountain Province,2nd,2025-07-16,60.0,52.75
NCR,2nd,2025-07-16,47.91,40.38
Negros Occidental,2nd,2025-07-16,54.36,53.25
Negros Oriental,2nd,2025-07-16,53.67,45.0
North Cotabato,2nd,2025-07-16,47.75,42.7
Northern Samar,2nd,2025-07-16,40.69,34.34
Nueva Ecija,2nd,2025-07-16,42.63,34.0
Nueva Vizcaya,2nd,2025-07-16,34.5,33.0
Occidental Mindoro,2nd,2025-07-16,48.0,42.17
Oriental Mindoro,2nd,2025-07-16,43.92,37.88
Palawan,2nd,2025-07-16,61.94,48.33
Pampanga,2nd,2025-07-16,42.9,38.2
Pangasinan,2nd,2025-07-16,47.5,43.91
Quezon,2nd,2025-07-16,46.0,38.0
Quirino,2nd,2025-07-16,39.25,32.3
Rizal,2nd,2025-07-16,52.25,40.0
Romblon,2nd,2025-07-16,46.42,47.5
Sarangani,2nd,2025-07-16,42.07,39.25
Siquijor,2nd,2025-07-16,49.8,43.0
Sorsogon,2nd,2025-07-16,45.45,39.83
South Cotabato,2nd,2025-07-16,42.3,35.96
Southern Leyte,2nd,2025-07-16,50.92,48.71
Sultan Kudarat,2nd,2025-07-16,43.85,37.92
Sulu,2nd,2025-07-16,,
Surigao Del Norte,2nd,2025-07-16,42.64,34.91
Surigao Del Sur,2nd,2025-07-16,45.75,38.97
Tarlac,2nd,2025-07-16,55.5,35.0
Tawi-Tawi,2nd,2025-07-16,52.5,36.92
Western Samar,2nd,2025-07-16,44.5,37.5
Zambales,2nd,2025-07-16,62.78,54.6
Zamboanga Del Norte,2nd,2025-07-16,51.22,48.71
Zamboanga Del Sur,2nd,2025-07-16,41.6,37.84
Zamboanga Sibugay,2nd,2025-07-16,45.0,40.67
Abra,1st,2025-08-01,54.0,44.5
Agusan Del Norte,1st,2025-08-01,40.31,36.0
Agusan Del Sur,1st,2025-08-01,48.0,43.84
Aklan,1st,2025-08-01,50.0,36.0
Albay,1st,2025-08-01,46.2,42.5
Antique,1st,2025-08-01,50.5,41.0
Apayao,1st,2025-08-01,32.6,31.4
Aurora,1st,2025-08-01,35.09,38.33
Basilan,1st,2025-08-01,43.75,41.0
Bataan,1st,2025-08-01,58.06,36.5
Batanes,1st,2025-08-01,56.84,
Batangas,1st,2025-08-01,56.5,44.75
Benguet,1st,2025-08-01,48.67,43.5
Biliran,1st,2025-08-01,47.21,40.5
Bohol,1st,2025-08-01,53.3,48.1
Bukidnon,1st,2025-08-01,43.92,40.24
Bulacan,1st,2025-08-01,44.6,38.0
Cagayan,1st,2025-08-01,37.21,29.94
Camarines Norte,1st,2025-08-01,36.25,32.5
Camarines Sur,1st,2025-08-01,42.19,39.11
Camiguin,1st,2025-08-01,52.25,45.0
Capiz,1st,2025-08-01,48.5,46.67
Catanduanes,1st,2025-08-01,38.5,34.5
Cavite,1st,2025-08-01,39.83,39.29
Cebu,1st,2025-08-01,52.3,43.4
City Of Isabela,1st,2025-08-01,57.15,51.31
Davao De Oro,1st,2025-08-01,,37.44
Davao Del Norte,1st,2025-08-01,51.88,43.75
Davao Del Sur,1st,2025-08-01,47.84,38.8
Davao Occidental,1st,2025-08-01,45.34,38.5
Davao Oriental,1st,2025-08-01,56.63,39.63
Dinagat Islands,1st,2025-08-01,45.0,40.48
Eastern Samar,1st,2025-08-01,51.67,36.5
Guimaras,1st,2025-08-01,47.5,43.5
Ifugao,1st,2025-08-01,45.1,40.0
Ilocos Norte,1st,2025-08-01,37.71,34.0
Ilocos Sur,1st,2025-08-01,40.0,32.0
Iloilo,1st,2025-08-01,54.84,36.75
Isabela,1st,2025-08-01,39.06,35.39
Kalinga,1st,2025-08-01,41.5,37.0
La Union,1st,2025-08-01,40.0,34.78
Laguna,1st,2025-08-01,52.0,43.45
Lanao Del Sur,1st,2025-08-01,51.5,46.34
Lanao del Norte,1st,2025-08-01,45.0,41.17
Leyte,1st,2025-08-01,60.96,44.17
Maguindanao,1st,2025-08-01,38.34,36.84
Marinduque,1st,2025-08-01,50.2,35.8
Masbate,1st,2025-08-01,42.75,36.75
Misamis Occidental,1st,2025-08-01,43.75,39.34
Misamis Oriental,1st,2025-08-01,62.74,53.4
Mountain Province,1st,2025-08-01,59.5,48.0
NCR,1st,2025-08-01,47.77,39.88
Negros Occidental,1st,2025-08-01,53.5,54.0
Negros Oriental,1st,2025-08-01,54.09,45.17
North Cotabato,1st,2025-08-01,48.17,42.63
Northern Samar,1st,2025-08-01,40.29,33.71
Nueva Ecija,1st,2025-08-01,41.38,33.5
Nueva Vizcaya,1st,2025-08-01,34.5,32.5
Occidental Mindoro,1st,2025-08-01,48.0,41.84
Oriental Mindoro,1st,2025-08-01,43.0,37.17
Palawan,1st,2025-08-01,60.49,47.74
Pampanga,1st,2025-08-01,42.9,37.7
Pangasinan,1st,2025-08-01,45.0,41.51
Quezon,1st,2025-08-01,45.5,38.0
Quirino,1st,2025-08-01,39.25,32.3
Rizal,1st,2025-08-01,52.25,40.34
Romblon,1st,2025-08-01,46.17,46.8
Sarangani,1st,2025-08-01,42.55,39.75
Siquijor,1st,2025-08-01,48.5,41.4
Sorsogon,1st,2025-08-01,44.5,39.13
South Cotabato,1st,2025-08-01,42.7,35.96
Southern Leyte,1st,2025-08-01,51.19,48.93
Sultan Kudarat,1st,2025-08-01,44.15,40.63
Sulu,1st,2025-08-01,,
Surigao Del Norte,1st,2025-08-01,39.84,34.38
Surigao Del Sur,1st,2025-08-01,45.5,37.0
Tarlac,1st,2025-08-01,52.5,33.33
Tawi-Tawi,1st,2025-08-01,50.0,36.92
Western Samar,1st,2025-08-01,46.34,40.67
Zambales,1st,2025-08-01,53.04,56.98
Zamboanga Del Norte,1st,2025-08-01,51.97,48.15
Zamboanga Del Sur,1st,2025-08-01,41.2,37.54
Zamboanga Sibugay,1st,2025-08-01,44.0,39.43
Abra,2nd,2025-08-16,50.0,36.5
Agusan Del Norte,2nd,2025-08-16,40.31,36.0
Agusan Del Sur,2nd,2025-08-16,48.0,43.84
Aklan,2nd,2025-08-16,50.5,37.0
Albay,2nd,2025-08-16,46.61,41.13
Antique,2nd,2025-08-16,49.5,37.0
Apayao,2nd,2025-08-16,32.1,31.0
Aurora,2nd,2025-08-16,33.59,38.33
Basilan,2nd,2025-08-16,43.67,40.5
Bataan,2nd,2025-08-16,60.77,36.6
Batanes,2nd,2025-08-16,56.84,
Batangas,2nd,2025-08-16,56.34,43.25
Benguet,2nd,2025-08-16,48.67,43.5
Biliran,2nd,2025-08-16,47.21,40.5
Bohol,2nd,2025-08-16,52.6,45.3
Bukidnon,2nd,2025-08-16,43.88,40.32
Bulacan,2nd,2025-08-16,44.6,38.0
Cagayan,2nd,2025-08-16,36.9,30.59
Camarines Norte,2nd,2025-08-16,36.25,32.5
Camarines Sur,2nd,2025-08-16,40.5,38.11
Camiguin,2nd,2025-08-16,52.16,43.1
Capiz,2nd,2025-08-16,48.5,46.5
Catanduanes,2nd,2025-08-16,39.8,37.35
Cavite,2nd,2025-08-16,39.83,39.38
Cebu,2nd,2025-08-16,51.65,43.4
City Of Isabela,2nd,2025-08-16,56.86,51.05
Davao De Oro,2nd,2025-08-16,,34.38
Davao Del Norte,2nd,2025-08-16,51.88,43.75
Davao Del Sur,2nd,2025-08-16,48.9,40.0
Davao Occidental,2nd,2025-08-16,46.09,38.5
Davao Oriental,2nd,2025-08-16,50.54,37.67
Dinagat Islands,2nd,2025-08-16,43.5,40.15
Eastern Samar,2nd,2025-08-16,51.67,36.5
Guimaras,2nd,2025-08-16,47.5,43.5
Ifugao,2nd,2025-08-16,42.2,40.0
Ilocos Norte,2nd,2025-08-16,37.54,34.0
Ilocos Sur,2nd,2025-08-16,39.0,30.5
Iloilo,2nd,2025-08-16,52.34,36.25
Isabela,2nd,2025-08-16,39.06,34.89
Kalinga,2nd,2025-08-16,41.5,37.0
La Union,2nd,2025-08-16,40.0,35.23
Laguna,2nd,2025-08-16,52.0,43.45
Lanao Del Sur,2nd,2025-08-16,51.5,46.34
Lanao del Norte,2nd,2025-08-16,45.0,41.17
Leyte,2nd,2025-08-16,61.47,44.17
Maguindanao,2nd,2025-08-16,38.17,37.34
Marinduque,2nd,2025-08-16,50.2,36.0
Masbate,2nd,2025-08-16,46.0,41.0
Misamis Occidental,2nd,2025-08-16,43.75,39.34
Misamis Oriental,2nd,2025-08-16,62.77,53.59
Mountain Province,2nd,2025-08-16,59.5,48.0
NCR,2nd,2025-08-16,47.1,39.66
Negros Occidental,2nd,2025-08-16,52.5,51.5
Negros Oriental,2nd,2025-08-16,53.42,44.83
North Cotabato,2nd,2025-08-16,48.33,41.68
Northern Samar,2nd,2025-08-16,40.97,33.59
Nueva Ecija,2nd,2025-08-16,40.88,33.2
Nueva Vizcaya,2nd,2025-08-16,33.5,31.5
Occidental Mindoro,2nd,2025-08-16,47.6,41.9
Oriental Mindoro,2nd,2025-08-16,43.0,37.67
Palawan,2nd,2025-08-16,60.18,47.97
Pampanga,2nd,2025-08-16,42.9,37.7
Pangasinan,2nd,2025-08-16,45.5,41.94
Quezon,2nd,2025-08-16,46.0,37.5
Quirino,2nd,2025-08-16,36.13,27.25
Rizal,2nd,2025-08-16,52.25,41.05
Romblon,2nd,2025-08-16,46.29,46.8
Sarangani,2nd,2025-08-16,42.0,39.75
Siquijor,2nd,2025-08-16,50.1,40.7
Sorsogon,2nd,2025-08-16,42.74,38.18
South Cotabato,2nd,2025-08-16,42.7,35.96
Southern Leyte,2nd,2025-08-16,52.1,48.93
